Index,0 [0x0][0x0],1 [0x19][0x31],2 [0x5][0x8],3 [0x3][0x1a],4 [0x3][0x1b],5 [0x3][0x1c],6 [0x3][0x1d],7 [0x4][0x18],8 [0x5][0xa],9 [0x3][0x1e],10 [0x2][0x2d],11 [0x3][0x1f],12 [0x3][0x20],13 [0x1a][0x31],14 [0x2][0x2e],15 [0x1b][0x31],16 [0x1c][0x31],17 [0x1d][0x31],18 [0x1e][0x31],19 [0x1f][0x31],20 [0x20][0x31],21 [0x19][0x32],22 [0x1a][0x32],23 [0x1b][0x32],24 [0x2][0x2f],25 [0x1c][0x32],26 [0x1d][0x32],27 [0x3][0x21],28 [0x3][0x22],29 [0x3][0x23],30 [0x1e][0x32],31 [0x3][0x24],32 [0x5][0xc],33 [0x3][0x25],34 [0x5][0xe],35 [0x5][0x10],36 [0x1f][0x32],37 [0x5][0x12],38 [0x5][0x14],39 [0x3][0x26],40 [0x2][0x30],41 [0x3][0x27],42 [0x3][0x28],43 [0x5][0x16],44 [0x7][0x4],45 [0x3][0x29],46 [0x3][0x2a],47 [0x20][0x32],48 [0x19][0x33],49 [0x3][0x2b],50 [0x1a][0x33],51 [0x1b][0x33],52 [0x1c][0x33],53 [0x1d][0x33],54 [0x1e][0x33],55 [0x1f][0x33],56 [0x20][0x33],57 [0x19][0x34],58 [0x1a][0x34],59 [0x3][0x2c],60 [0x1b][0x34],61 [0x1c][0x34]
93,"Power Surge",false,303,4,0,0,0,405,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
94,"Elusive Jump",false,2577,4,0,0,0,406,1875,0,22,4,35,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,300,11,0,0,0,0,47,23,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
95,"Spineshatter Dive",false,2580,4,0,0,0,407,1875,0,22,1,45,false,20,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,600,5,-1,7,0,0,49,23,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
96,"Dragonfire Dive",false,2578,4,1,0,0,408,1875,0,22,1,50,false,20,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,0,1200,10,-1,1,0,0,50,23,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
97,"Heavy Shot",false,358,3,0,30,5,356,1875,0,5,0,1,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,50,0,0,0,false,0,25,58,-1,7,0,0,0,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
98,"Straight Shot",false,359,3,0,30,5,357,1875,194,5,0,2,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,50,0,0,0,false,0,25,58,-1,7,1,0,0,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
99,"Hawk's Eye",false,354,4,0,0,0,409,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
100,"Venomous Bite",false,363,3,0,30,5,358,1875,195,5,0,6,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,63,372,0,false,0,25,58,-1,7,0,0,0,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
101,"Raging Strikes",false,352,4,0,0,0,410,1875,0,5,0,4,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,800,7,0,0,0,0,0,50,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
102,"Flaming Arrow",false,368,4,0,0,0,416,1875,0,-1,0,0,false,-1,false,false,false,false,false,false,true,false,false,0,true,true,7,5,0,false,0,0,0,0,0,true,0,600,0,-1,1,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
103,"Misery's End",false,364,4,0,0,0,411,1875,0,5,0,10,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,6,0,0,true,0,120,1,-1,7,0,0,0,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
104,"Quelling Strikes",false,351,4,0,0,0,412,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
105,"Swiftsong",false,362,2,0,31,6,444,1898,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,38,0,0,false,10,25,58,5,3,0,133,0,0,0,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
106,"Quick Nock",false,360,3,0,30,5,360,1894,0,5,0,18,false,12,false,false,false,true,false,false,false,false,false,0,true,true,3,12,0,true,5,120,0,0,0,false,0,25,58,-1,7,0,0,0,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
107,"Barrage",false,353,4,0,0,0,413,1875,0,5,0,38,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,800,8,0,0,0,0,0,50,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
108,"Shadowbind",false,356,4,0,0,0,363,1875,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,400,0,-1,7,0,0,0,0,3,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
109,"Blunt Arrow",false,369,4,0,0,0,417,1875,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,0,-1,7,0,0,0,0,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
110,"Bloodletter",false,361,4,0,0,0,359,1875,0,5,0,12,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,150,2,-1,7,0,0,0,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
111,"Wide Volley",false,357,3,0,30,5,361,1914,0,-1,0,0,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,5,160,0,0,0,false,0,25,58,-1,7,0,0,0,0,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
112,"Repelling Shot",false,366,4,0,0,0,364,1875,0,5,3,15,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,300,4,-1,7,0,0,65604,50,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
113,"Windbite",false,367,3,0,30,5,366,1875,0,5,0,30,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,63,372,0,false,0,25,58,-1,3,0,0,65612,50,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
114,"Mage's Ballad",false,2602,2,0,31,6,5213,1875,0,23,0,30,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,800,6,5,7,0,0,51,24,0,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
115,"Foe Requiem",false,2604,2,0,31,6,446,1900,0,23,0,35,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,15,25,58,5,3,0,139,52,24,0,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
116,"Army's Paeon",false,2603,2,0,31,6,5215,1875,0,23,0,40,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,800,9,5,7,0,0,53,24,0,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
117,"Rain of Death",false,2605,4,0,0,0,362,1895,0,23,0,45,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,8,0,true,0,0,0,0,0,false,0,150,2,-1,7,0,0,54,24,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
118,"Battle Voice",false,2601,4,0,0,0,415,1890,0,23,0,50,false,0,true,false,false,false,false,false,false,false,false,0,true,true,5,20,0,false,0,0,67,4,0,true,0,1800,13,0,0,0,0,55,24,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
119,"Stone",false,403,2,1,32,7,448,1875,0,6,0,1,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,63,383,0,false,25,25,58,5,4,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
120,"Cure",false,405,2,2,32,8,449,1875,0,6,0,2,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,5,0,0,0,false,20,25,58,5,7,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
121,"Aero",false,401,2,1,32,9,450,1875,0,6,0,4,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,63,384,0,false,0,25,58,5,3,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
122,"Cleric Stance",false,413,4,0,0,0,418,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,50,0,0,0,0,145,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
123,"Protect",false,410,2,0,32,4,451,1886,0,-1,0,0,false,30,true,true,false,false,false,false,false,false,false,0,true,false,2,15,0,false,3,10,0,0,0,false,30,25,58,5,7,0,0,0,0,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
124,"Medica",false,408,2,2,32,8,452,1909,0,6,0,10,false,0,true,false,false,false,false,false,false,false,false,0,true,false,2,15,0,false,3,14,0,0,0,false,25,25,58,5,7,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
125,"Raise",false,411,2,0,32,10,454,1875,0,6,0,12,false,30,false,true,true,false,true,false,false,false,false,1,true,false,1,0,0,false,3,30,0,0,0,false,80,25,58,5,7,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
126,"Esuna",false,417,2,0,32,11,455,1875,0,-1,0,0,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,7,0,0,0,false,10,25,58,5,0,0,0,0,0,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
127,"Stone II",false,404,2,1,32,7,456,1875,0,6,0,18,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,63,385,0,false,25,25,58,5,4,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
128,"Repose",false,414,2,0,32,12,457,1875,0,6,0,26,false,30,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,8,0,0,0,false,25,25,58,5,7,0,0,0,53,3,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
129,"Stoneskin",false,412,2,0,32,4,459,1945,0,-1,0,0,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,10,0,0,0,false,30,25,58,5,4,0,0,0,0,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
130,"Shroud of Saints",false,415,4,0,0,0,420,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
131,"Cure III",false,407,2,2,32,8,461,1907,0,24,0,40,false,30,true,true,false,false,false,false,false,true,true,0,true,false,2,6,0,false,3,19,0,0,0,false,20,25,58,5,7,0,0,58,25,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
132,"Aero II",false,402,2,1,32,9,463,1875,0,6,0,46,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,62,384,0,false,0,25,58,5,3,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
133,"Medica II",false,409,2,2,32,8,464,1908,0,6,0,50,false,0,true,false,false,false,false,false,false,false,false,0,true,false,2,20,0,false,3,17,0,0,0,false,30,25,58,5,7,0,0,0,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
134,"Fluid Aura",false,416,4,0,0,0,453,1875,0,6,0,15,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,3,5,6,0,0,65628,53,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
135,"Cure II",false,406,2,2,32,8,458,1875,0,6,0,30,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,10,0,0,0,false,20,25,58,5,7,2,0,65977,53,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
136,"Presence of Mind",false,2626,4,0,0,0,419,1875,0,24,0,30,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1500,11,0,0,0,0,56,25,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
137,"Regen",false,2628,2,0,33,8,460,1875,0,24,0,35,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,7,0,0,0,false,0,25,58,5,7,0,0,57,25,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
138,"Divine Seal",false,2630,4,0,0,0,421,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
139,"Holy",false,2629,2,1,33,3,462,1910,0,24,0,45,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,8,0,true,3,20,0,0,0,false,30,25,58,5,7,0,0,59,25,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
140,"Benediction",false,2627,4,2,0,0,422,1875,0,24,0,50,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1800,13,0,0,0,0,60,25,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
141,"Fire",false,451,2,1,34,13,473,1903,0,7,0,2,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,10,0,0,0,false,25,25,58,5,1,0,0,0,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
142,"Blizzard",false,454,2,1,34,14,474,1875,0,7,0,1,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,25,25,58,5,2,0,0,0,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
143,"Surecast",false,460,4,0,0,0,424,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,300,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
144,"Thunder",false,457,2,1,34,15,475,1875,0,7,0,6,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,8,63,375,0,false,25,25,58,5,5,4,0,0,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
145,"Sleep",false,465,2,0,34,12,476,1875,0,7,0,10,false,30,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,3,10,0,0,0,false,25,25,58,5,7,0,0,0,55,3,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
146,"Blizzard II",false,455,2,1,34,14,477,1902,0,7,0,12,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,3,8,0,0,0,false,20,25,58,5,2,0,0,0,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
147,"Fire II",false,452,2,1,34,13,479,1904,0,7,0,18,false,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,3,15,0,0,0,false,30,25,58,5,1,0,0,0,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
148,"Thunder II",false,458,2,1,34,15,480,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,12,63,376,0,false,30,25,58,5,5,4,0,0,0,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
149,"Transpose",false,466,4,0,0,0,425,1875,0,7,0,4,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,80,1,0,0,0,0,0,55,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
150,"Swiftcast",false,461,4,0,0,0,427,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
151,"Lethargy",false,464,4,0,0,0,428,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,0,5,4,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
152,"Fire III",false,453,2,1,34,13,483,1905,0,7,0,34,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,20,0,0,0,false,35,25,58,5,1,5,0,0,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
153,"Thunder III",false,459,2,1,34,15,484,1875,0,25,0,45,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,16,62,375,0,false,25,25,58,5,5,4,0,64,26,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
154,"Blizzard III",false,456,2,1,34,14,486,1875,0,25,0,40,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,12,0,0,0,false,35,25,58,5,2,0,0,63,26,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
155,"Aetherial Manipulation",false,467,4,0,0,0,431,1875,0,7,1,50,false,25,false,true,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,100,4,0,0,0,0,0,55,1,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
156,"Scathe",false,462,2,1,34,3,478,1875,0,7,0,15,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,8,0,0,0,false,0,25,58,5,7,0,0,65886,55,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
157,"Manaward",false,463,4,0,34,4,481,1875,0,7,0,30,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,8,0,0,0,0,65889,55,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
158,"Convert",false,2651,4,0,0,0,426,1875,0,25,0,30,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,1,20,0,0,0,true,0,1800,11,0,0,0,0,61,26,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
159,"Freeze",false,2653,2,0,35,14,482,1906,0,25,0,35,false,25,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,3,20,0,0,0,false,30,25,58,5,2,0,0,62,26,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
160,"Apocatastasis",false,2654,4,0,0,0,429,1875,0,-1,0,0,false,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1800,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
161,"Manawall",false,2655,4,0,0,0,485,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,0,0,0,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
162,"Flare",false,2652,2,1,35,3,487,1875,0,25,0,50,false,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,4,10,0,0,0,false,40,25,58,5,1,0,0,65,26,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
163,"Ruin",false,501,2,1,36,3,495,1875,0,26,0,1,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,2,85,0,0,false,25,25,58,5,7,0,0,0,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
164,"Bio",false,503,2,1,36,3,496,1875,0,26,0,2,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,63,379,0,false,0,25,58,5,7,0,0,0,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
165,"Summon",false,516,2,0,37,16,189,1875,0,26,0,4,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,10,0,0,0,false,30,25,58,5,7,0,0,0,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
166,"Aetherflow",false,510,4,0,0,0,595,1875,0,26,0,6,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,79,0,0,true,0,600,6,0,0,0,0,0,68,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
167,"Energy Drain",false,514,4,1,0,0,596,1875,0,26,0,6,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,30,1,0,0,0,true,0,30,2,5,7,0,0,0,68,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
168,"Miasma",false,505,2,1,36,3,499,1875,0,26,0,10,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,63,381,0,false,25,25,58,5,7,0,0,0,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
169,"Virus",false,513,4,0,0,0,594,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,0,5,7,0,0,0,0,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
170,"Summon II",false,517,2,0,37,17,189,1875,0,26,0,15,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,3,10,0,0,0,false,30,25,58,5,7,0,0,66639,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
171,"Sustain",false,508,2,2,36,8,500,1875,0,26,0,18,false,30,false,false,false,false,false,false,false,true,false,0,true,false,1,0,0,false,3,5,40,0,0,false,10,25,58,5,7,0,0,0,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
172,"Ruin II",false,502,2,1,36,3,517,1875,0,26,0,38,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,0,25,58,5,7,0,0,0,68,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
